law_id,canonical_law_id,bill_number,jurisdiction_id,status_id,effective_date,title,ai_scope_summary,key_requirements_raw,enforcement_penalties,source_id,source_url,last_updated_at
232,US-VA-HB1168,HB 1168,45,1,,HB 1168,,,,2,(IAPP tracker PDF),2026-02-21T23:18:14.166041
233,US-VA-HB2094,HB 2094,45,1,,HB 2094,,,,2,(IAPP tracker PDF),2026-02-21T23:18:15.516694
234,US-VA-HB2554,HB 2554,45,1,,HB 2554,,,,2,(IAPP tracker PDF),2026-02-21T23:18:16.687576
235,TMP-WA-AMENDMENTOFWAS,,46,,2024-06-06,Amendment of Washington CSAM Laws,AI Intimate Images,,Makes it a criminal offense to knowingly disclose a fabricated intimate image of another Criminal and civil penalties may Intimate Image Laws person where the person disclosing the image knows or should have known that the apply. depicted person has not consented to the disclosure and knows or reasonably should know that disclosure would cause harm to the depicted person.,1,orrick.com/ai,2026-02-21T23:18:17.899238
236,TMP-WA-OFWASHINGTONCS,,46,,2024-06-06,Amendment of Washington CSAM Laws,AI CSAM Amendment,,Expands the scope of existing child pornography statutes to include circumstances Criminal and civil penalties may Laws involving fabricated depictions of an identifiable minor (including such depictions created apply. using AI).,1,orrick.com/ai,2026-02-21T23:18:18.98496
237,US-WA-HB1170,HB 1170,46,1,,HB 1170 (Active Bill - Generative AI/Synthetic Content),,,,2,(IAPP tracker PDF),2026-02-21T23:18:19.985985
238,TMP-WV-AGAINSTCHASTIT,,47,,2025-07-09,"Crimes Against Chastity, Morality and Decency - CSAM",AI CSAM Crimes,,Expands prohibition on child pornography to include computer-generated child Criminal and civil penalties may and Decency - CSAM pornography. apply.,1,orrick.com/ai,2026-02-21T23:18:21.262199
239,TMP-WV-CRIMESAGAINSTC,,47,,2025-07-09,"Crimes Against Chastity, Morality and Decency - CSAM",AI Intimate Images,,Expands prohibition on the distribution of intimate images to include fabricated intimate Criminal and civil penalties may and Decency - Intimate Images images created using AI or other computer technology. apply.,1,orrick.com/ai,2026-02-21T23:18:22.231329
240,TMP-WI-2023WISCONSINA,,48,,2024-03-23,2023 Wisconsin Act 123,AI in Political,"Requires any political advertisement that contains express advocacy or issue advocacy, $1,000 per violation. Advertising or supports or opposes a referendum, and incorporates audio or video content that is substantially produced in whole or in part by means of generative artificial intelligence to include a disclaimer indicating the content was created in whole or in part with the use of generative AI.",,1,orrick.com/ai,2026-02-21T23:18:23.359905
242,TMP-WI-TOTHECSAMSTATU,,48,,2024-10-04,Amendment to the CSAM Statute,AI CSAM Amendment,,Criminalizes the possession of a computer generated “depiction of a purported child.” Class D Felony.,1,orrick.com/ai,2026-02-21T23:18:25.438736
243,TMP-WY-EXPLOITATIONOF,,49,,2007-07-01,Sexual Exploitation of Children,AI CSAM Sexual,,"Defines ""child pornography"" to include ""computer-generated image[s] or picture[s]"". Existing criminal penalties apply. Last updated January 13, 2026 Page 39 of 39 For more, visit www.orrick.com/ai",1,orrick.com/ai,2026-02-21T23:18:26.394032
244,TMP-WY-TOINTIMATEIMAG,,49,,2021-07-01,Amendment to Intimate Image Law,AI CSAM Amendment,,"Defines intimate image to include ""computer generated image[s]"" under the unlawful Existing penalties apply. dissemination of intimate images.; Makes it a felony to knowingly produce, distribute, or possess such computer-generated or synthetic depictions of minors engaged in sexual acts, regardless of whether a real child was involved.",1,orrick.com/ai,2026-02-21T23:18:27.387573
1,TMP-AL-CHILDPROTECTIO,,5,,2024-10-01,Alabama Child Protection Act of 2024,AI CSAM Alabama,,"Expands the scope the definition of child sexual abuse material to include ""virtually Existing criminal penalties apply. 2024 indistinguishable depictions"" created, altered, or produced by digital, computer generated, or other means.",1,orrick.com/ai,2026-02-21T23:13:29.660581
219,TMP-UT-PORNOGRAPHICIM,,4,,2024-05-01,Artificial Pornographic Images Amendments,AI CSAM Artificial,,Amends the definitions of CSAM to include “computer generated” content. Existing penalties apply. Amendments,1,orrick.com/ai,2026-02-21T23:17:58.196584
30,TMP-CA-INTELLIGENCEIN,,1,,2025-01-01,Artificial Intelligence in Health Care Services,AI Healthcare Artificial,Exempts from disclosure written communications that are generated by AI that are reviewed by a licensed or certified healthcare provider.,"Requires health facilities, clinics, physician’s offices, and offices of a group practice that Existing regulatory enforcement Services Section 1339.75 uses generative AI to generate written or verbal patient communications pertaining to mechanisms. AB 3030 patient clinical information to ensure those communications include both: - A disclaimer that indicates to the patient that a communication was generated by generative artificial intelligence; and - Clear instructions describing how a patient may contact a human healthcare provider, employee, or other appropriate person.",1,orrick.com/ai,2026-02-21T23:14:07.001295
51,TMP-CO-DECISIONCOLORA,,2,,2023-07-01,Colorado Privacy Act,Automated,Requires a data protection assessment of each processing activity involving such automated processing of personal data in certain circumstances. Other obligations and restrictions may apply depending on the type of data processed.,"Provides consumers the right to opt-out of any form of automated processing of personal Up to $20,000 per violation. Making 1301 et seq. data to evaluate, analyze, or predict personal aspects concerning an identified or identifiable individual’s economic situation, health, personal preferences, interests, Reprinted from reliability, behavior, location, or movements in furtherance of solely-automated decisions Westlaw with the that produce legal or similarly significant effects concerning the consumer (i.e., the permission of provision or denial of financial or lending services, housing, insurance, education Thomson Reuters. enrollment or opportunity, criminal justice, employment opportunities, healthcare services, or access to essential goods and services).",1,orrick.com/ai,2026-02-21T23:14:36.688031
53,TMP-CO-UNAUTHORIZEDSB,,2,,2025-08-06,Preventing Unauthorized Disclosure of Intimate Digital Depictions Act,AI CSAM Preventing,,"Expands child sexually exploitative material to include a realistic visual depiction, which Plaintiffs may bring civil actions to Disclosure of Intimate Digital has been created, altered, or produced by digitization or computer-generated means, that obtain relief, and a court may order Depictions Act depicts an identifiable child, in whole or in part, engaged in, participating in, observing, or a temporary restraining order, being used for explicit sexual conduct. injunctive relief, and order the defendants to cease disclosure.",1,orrick.com/ai,2026-02-21T23:14:38.742835
59,TMP-CT-DECISIONCONNEC,,8,,2023-07-01,Connecticut Data Privacy Act,Automated,Requires a data protection assessment of each processing activity involving such automated processing of personal data in certain circumstances. Other obligations and restrictions may apply depending on the type of data processed.,"Provides consumers the right to opt-out of any form of automated processing performed Up to $5,000 per violation. Making 515 et seq. on personal data to evaluate, analyze, or predict personal aspects related to an identified or identifiable individual’s economic situation, health, demographic characteristics, personal preferences, interests, reliability, behavior, location, or movements in furtherance of solely-automated decisions that produce legal or similarly significant effects concerning the consumer (i.e., the provision or denial of financial or lending services, housing, insurance, education enrollment or opportunity, criminal justice, employment opportunities, health-care services, or access to essential goods and services).",1,orrick.com/ai,2026-02-21T23:14:45.745706
71,TMP-HI-AMENDMENTTOINT,,12,,2021-06-23,Amendment to Intimate Image Law,AI Intimate Images,,"Expands the scope of Hawaii's violation of privacy in the first degree to encompass the Existing penalties apply. intentional creation of a nude or sexually explicit image or video of a ""composite fictitious person"" that is identifiable as an individual with intent to harm that person.",1,orrick.com/ai,2026-02-21T23:14:58.811311
72,TMP-HI-DECEPTIVEMEDIA,,12,,2024-07-03,Deceptive Media in Election Advertisements,AI in Political,,"Prohibits a person from recklessly distributing materially deceptive media (including Criminal charges and fines, plus Advertising Advertisements media generated by AI) during an election cycle in reckless disregard of the risk of harming civil action for injunctive relief and the reputation or electoral prospects of a candidate in an election or changing the voting general or special damages. behavior of voters in an election (with an exception for media containing proper disclaimers).",1,orrick.com/ai,2026-02-21T23:14:59.7296
95,TMP-KY-AMENDMENTTOINT,,18,,2024-03-28,Amendment to Intimate Images law,AI Intimate Images,,"Expands covered images under the Kentucky AI intimate images statute to include “any Existing criminal and civil penalties law visual depiction” that “has been created, adapted, or modified by a computer to appear to apply. be an identifiable person.”",1,orrick.com/ai,2026-02-21T23:15:30.781898
96,TMP-KY-DECISIONKENTUC,,18,,2026-01-01,Kentucky Consumer Data Protection Act,Automated,Requires a data protection assessment of each processing activity involving such automated processing of personal data in certain circumstances. Other obligations and restrictions may apply depending on the type of data processed.,"Provides consumers the right to opt-out of any form of automated processing performed Up to $7,500 per violation. Making Protection Act 367.3611 et seq. on personal data to evaluate, analyze, or predict personal aspects related to an identified or identifiable natural person’s economic situation, health, personal preferences, interests, reliability, behavior, location, or movements in furtherance of decisions that produce legal or similarly significant effects concerning the consumer (i.e., the provision or denial of financial or lending services, housing, insurance, education enrollment, criminal justice, employment opportunities, healthcare services, or access to basic necessities, like food and water).",1,orrick.com/ai,2026-02-21T23:15:31.791254
5,TMP-AZ-GENERALDEEPFAK,,6,,2024-06-04,Arizona General Deepfake Law,AI Deepfakes Arizona,"Grants any Arizona citizen (or a candidate for public office or political party office who will Permanent declaratory relief, appear on the ballot in Arizona) the right to bring an action for preliminary and permanent permanent injunctive relief, and in declaratory relief (and, in certain circumstances, injunctive relief or damages) where: certain circumstances, damages.; A digital impersonation (typically video, audio or still image generated by AI) of the person was published to one or more other persons without that person’s consent;; At the time of publication it would not be obvious to a reasonable person that the content was a digital impersonation and the publisher did not reasonably convey to the recipients that the content was a digital impersonation or that its authenticity was disputed; and","The digital impersonation presents some risk of harm (e.g., depicting the person engaging in a criminal or sexual act, resulting in personal hardship or the loss of employment, presenting a risk to an upcoming election).",1,orrick.com/ai,2026-02-21T23:13:38.150899
121,TMP-MT-DECISIONMONTAN,,27,,2024-10-01,Montana Consumer Data Privacy Act,Automated,Requires a data protection assessment of each processing activity involving such automated processing of personal data. Other obligations and restrictions may apply depending on the type of data processed.,"Provides consumers the right to opt-out of any form of automated processing performed Does not specify. Making Act 30-14-2801 et seq. on personal data to evaluate, analyze, or predict personal aspects related to an identified or identifiable individual’s economic situation, health, personal preferences, interests, reliability, behavior, location, or movements in furtherance of decisions that produce legal or similarly significant effects concerning the consumer (i.e., the provision or denial of financial or lending services, housing, insurance, education enrollment or opportunity, criminal justice, employment opportunities, health care services, or access to necessities like food and water).",1,orrick.com/ai,2026-02-21T23:15:58.659306
159,TMP-NY-PRICINGNEWYORK,,33,,2025-11-10,New York Algorithmic Pricing Disclosure Act,Algorithmic,"Requires any entity that sets the price of goods or services using personalized algorithmic Up to $1,000 per violation (after a Disclosure Act Business Law Article pricing and that advertises, promotes, labels or publishes a statement, display, image, preliminary cease-and-desist 22-A,§ 349-A offer or announcement of personalized algorithmic pricing to a consumer in New York, notice). using personal data specific to the consumer, to include a clear and conspicuous disclosure that states: ""THIS PRICE WAS SET BY AN ALGORITHM USING YOUR PERSONAL DATA.""","Makes it unlawful for a person or entity to knowingly or with reckless disregard facilitate Class E Felony For a corporation, Pricing Law Business Law Article an agreement between or among two or more residential rental property owners or a fine not exceeding $1 million. 22,§ 340-B managers to not compete with respect to residential rental dwelling units, including by For an individual, a fine not operating or licensing a software, data analytics service, or algorithmic device that exceeding $100,000 or performs a coordinating function on behalf of or between and among such residential imprisonment for not longer than rental property owners or managers. four years (or both).",1,orrick.com/ai,2026-02-21T23:16:52.775436
180,TMP-OR-USEOFAIINCAMPA,,37,,2024-03-27,Use of AI in Campaign Communications Law,AI in Political,,"Requires any political campaign communication that includes any form of synthetic Enjoinment and a civil penalty of Advertising Communications Law media (such as an image, audio recording or video recording of an individual that has been not more than $10,000. intentionally manipulated with the use of AI to create realistic but false content) to include a disclosure stating that the image, audio recording or video recording has been manipulated.",1,orrick.com/ai,2026-02-21T23:17:16.571682
184,TMP-RI-DECISIONRHODEI,,39,,2026-01-01,Rhode Island Data Transparency and Privacy Protection Act,Automated,Requires a data protection assessment of each processing activity involving such automated processing of personal data in certain circumstances. Other obligations and restrictions may apply depending on the type of data processed.,"Provides consumers the right to opt-out of any form of solely automated processing Up to $10,000 per violation. Making and Privacy Protection Act 18-3301 performed on personal information to evaluate, analyze, or predict personal aspects related to an identified or identifiable individual’s economic situation, health, personal preferences, interests, reliability, behavior, location, or movements in furtherance of solely automated decisions that produce legal or similarly significant effects concerning the consumer (i.e., the provision or denial of financial or lending services, housing, insurance, education enrollment or opportunity, criminal justice, employment opportunities, healthcare services, or access to essential goods or services).",1,orrick.com/ai,2026-02-21T23:17:20.798989
201,TMP-TX-MEDIAUNLAWFULP,,43,,2025-09-01,Unlawful Production or Distribution of,AI in Social,,"Establishes liability for owners of internet websites, artificial intelligence applications, Establish the criminal penalties; Online Platforms of Certain Sexually Explicit Material and payment processors involved in artificial sexual material under certain conditions, and Class B or Class A misdemeanor or requires persons who own an Internet website or application to make available on the a third degree felony. website or application an easily accessible system that allows a person to submit a request for the removal of such artificial material. Last updated January 13, 2026 Page 34 of 39 For more, visit www.orrick.com/ai",1,orrick.com/ai,2026-02-21T23:17:38.984668
218,TMP-UT-ORUSERINPUTOFA,,4,,,Unauthorized Artificial Intelligence Impersonation Amendments,user,,,1,orrick.com/ai,2026-02-21T23:17:57.228531
7,TMP-AR-OFMODELTRAININ,,7,,2025-04-21,Ownership of Model Training and Generated Content,AI Ownership Ownership,"Sets the following default rules for AI ownership: N/A Generated Content 4-101; The person who provides input or directive to a generative AI tool is the owner of the generated content, provided the content does not infringe on existing copyrights or IP rights.; The person who provides data or input to train a generative AI tool is the owner of the resulting trained model, provided the training data was lawfully acquired and the person has not transferred ownership rights through a contract or agreement.; A person's employer will be deemed the owner of such generated content or resulting trained model where the person is employed and is directed to use a generative AI tool to conduct model training or generate content as part of their employment duties.",,1,orrick.com/ai,2026-02-21T23:13:40.956981
12,TMP-CA-ADVICEFROMARTI,,1,,2026-01-01,Health Advice From Artificial Intelligence,AI Healthcare Health,,"Extends to AI technology providers pre-existing prohibitions on the use of any terms, Appropriate health care Intelligence § 4999.9 letters, or phrases to indicate or imply (i) possession of a license or certificate to practice a professional licensing boards and healthcare profession without one or (ii) that the services being offered are being provided enforcement agencies can take by a licensed or certified health care professional (where such claim is not true). whatever action they authorized by law to take in response to such a violation. Last updated January 13, 2026 Page 7 of 39 For more, visit www.orrick.com/ai",1,orrick.com/ai,2026-02-21T23:13:47.617324
13,TMP-CA-AICALIFORNIABO,,1,,2019-07-01,California Bot Act,User-Facing,"Prohibits any person from using a bot online to communicate or interact with a person in Up to $2,500 per violation. § 17940 –17943 California with the intent to mislead the person about the bot’s artificial identity for the purpose of knowingly deceiving the person about the content of the communication in order to incentivize a commercial transaction or influence a vote in an election.; Provides a safe harbor from liability where the person clearly and conspicuously discloses, in a manner reasonably designed to inform the relevant person, that a bot is in use. Last updated January 13, 2026 Page 4 of 39 For more, visit www.orrick.com/ai",,1,orrick.com/ai,2026-02-21T23:13:48.638797
14,TMP-CA-AICALIFORNIACO,,1,,2026-01-01,California Companion Chatbot,User-Facing,"Requires operators of a ""companion chatbot platform"" to: Provides a private right of action for § 22601 et. seq. - Issue a clear and conspicuous notification indicating that the chatbot is artificially anyone injured by a violation to generated and not human where a reasonable person interacting with the bot would be seek injunctive relief, reasonable misled to believe that the person is interacting with a human; attorneys fees and damages in an - Maintain and publish online details about a protocol for preventing the production of amount equal to the greater of suicidal ideation, suicide, or self-harm content to the user (including automated actual damages or $1,000 per notification to the user that refers them to crisis service providers if they express such violation. ideas); - Implement measures where the operator knows a user is a minor (under 18) to disclose that the user is interacting with AI, provide a clear and conspicuous notification at least every 3 hours that reminds the user to take a break and that the bot is AI, and institute reasonable measures to prevent the bot from producing visual material of sexually explicit conduct or directly stating the minor should engage in sexually explicit conduct; - Disclose on its platform that companion chatbots may not be suitable for some minors; and - Report annually on its compliance.",,1,orrick.com/ai,2026-02-21T23:13:49.687223
15,TMP-CA-AITRANSPARENCY,,1,,2026-08-02,California AI Transparency Act,AI Transparency California,"Requires providers of certain covered generative AI systems to: Up to $5,000 per violation. § 22757 et seq. - Offer users the option to include in AI-generated image, video or audio content an As Amended by AB 853 (2025) indicator that the content is AI-generated content; - Include a detectable, latent disclosure in AI-generated image, audio, and video content created by the provider’s AI system that the content was generated by the system; and - Develop and make available tools to detect whether specified content was generated by the provider’s system.; Starting January 1, 2027, prohibits a GenAI system hosting platform from knowingly making available a GenAI system that does not place the disclosures identified above.; Starting January 1, 2027, requires certain large online platforms to: - Detect whether any provenance data that is compliant with widely adopted specifications adopted by an established standards-setting body is embedded into or attached to content distributed on the platform; and - Provide a user interface to disclose the availability of system provenance data that reliably indicates that the content was generated or substantially altered by a GenAI system or captured by a capture device.; Starting January 1, 2028, requires ""capture device manufacturers"" (e.g., camera and mobile phone manufacturers) to: - Embed a latent disclosure in content captured by the device by default; and - Offer users the option to include a disclosure containing certain information in content captured by the capture device.",,1,orrick.com/ai,2026-02-21T23:13:50.873567
19,TMP-CA-CALIFORNIAGOVE,,1,,2024-01-01,California Government AI Inventory Law,AI in Government,"Requires the California Department of Technology to inventory all high-risk automated N/A Law 11546.45.5 decision systems used or proposed by state agencies on or before September 1, 2024, detailing their functions, benefits, data usage, and risk mitigation measures.; Requires the California Department of Technology to submit a report of the comprehensive inventory to specified committees of the California Legislature annually until January 1, 2029.",,1,orrick.com/ai,2026-02-21T23:13:55.313598
20,TMP-CA-CALLDISCLOSURE,,1,,2025-01-01,AI Call Disclosures Law,AI Calling AI,Requires callers using an automatic dialing-announcing device to inform the person Up to $500 per violation. called if the prerecorded message uses an artificial voice generated or significantly altered using artificial intelligence.,,1,orrick.com/ai,2026-02-21T23:13:56.342872
21,TMP-CA-CONSUMERPRIVAC,,1,,2025-01-01,California Consumer Privacy Act,AI Privacy California,"Amends the definition of “personal information” under the CCPA to clarify personal N/A information can exist in various formats, including, but not limited to, “abstract digital formats, including compressed or encrypted files, metadata, or artificial intelligence systems that are capable of outputting personal information.”",,1,orrick.com/ai,2026-02-21T23:13:57.432175
94,TMP-KY-AIELECTIONEERI,,18,,2025-12-01,AI Electioneering Communications,AI in Political,"Any candidate for any elected office whose appearance, action, or speech is altered Injunctive or other equitable relief, Advertising through the use of synthetic media in an electioneering communication may seek plus attorney's fees and costs. injunctive or other equitable relief against the sponsor of the electioneering communication requiring that the communication includes a disclosure that is clear and conspicuous and included in, or alongside and associated with, the content in a manner that is likely to be noticed by the user. Last updated January 13, 2026 Page 15 of 39 For more, visit www.orrick.com/ai",,1,orrick.com/ai,2026-02-21T23:15:29.748341
23,TMP-CA-DECISIONCALIFO,,1,,2027-01-01,California Consumer Privacy Act,Automated,"Addresses the use of automated decision-making technology (""ADMT"") when used to Up to $7,500 per violation. Making Regulations make significant decisions regarding consumers (those relating to financial or lending services, housing, education, employment, and healthcare):; Businesses must conduct a risk assessment when using ADMT to make significant decisions, or when using personal information to train ADMT.; Businesses that make ADMT (trained on personal information) available to another business to make a significant decision must provide to the recipient-business all facts available to the business that are necessary for the recipient-business to conduct its own risk assessment.; Businesses must provide pre-use notices to inform consumers about the use of ADMT, details about the ADMT, and the right to opt-out and access further information.; Businesses must allow consumers to opt out and provide consumers with access to information about the ADMT's use and logic. Other obligations and restrictions may apply depending on the type of data processed. Last updated January 13, 2026 Page 5 of 39 For more, visit www.orrick.com/ai",,1,orrick.com/ai,2026-02-21T23:13:59.406643
24,TMP-CA-DEFINITIONBILL,,1,,2025-01-01,AI Definition Bill,AI Definition AI,"Generally establishes a uniform definition for artificial intelligence (AI) in California Law: N/A “an engineered or machine-based system that varies in its level of autonomy and that can, for explicit or implicit objectives, infer from the input it receives how to generate outputs that can influence physical or virtual environments.”",,1,orrick.com/ai,2026-02-21T23:14:00.657231
26,TMP-CA-EMPLOYMENTREGU,,1,,2025-10-01,Employment Regulations Regarding Automated-Decision Systems,AI in Employment,,"Regulations clarify the application of existing antidiscrimination laws in the workplace in Existing enforcement mechanisms. Regarding Automated-Decision Employment the context of new and emerging technologies, including AI that makes a decision or Systems, issued pursuant to the Regulations Regarding facilitates human decision making regarding an employment benefit (""Automated-Decision Automated-Decision",1,orrick.com/ai,2026-02-21T23:14:02.906197
28,TMP-CA-GENERATIVEARTI,,1,,2025-01-01,Generative Artificial Intelligence Accountability Act,AI in Government,"Requires the Office of Emergency Services to perform a risk analysis of potential threats N/A Accountability Act posed by the use of GenAI to California’s critical infrastructure, and certain other state agencies / actors to take AI into account in various government processes.; Requires a state agency or department that utilizes generative AI to directly communicate with a person regarding government services and benefits to ensure that those communications include both (i) a disclaimer that indicates to the person that the communication was generated by generative artificial intelligence and (ii) describing how the person may contact a human employee of the state agency or department.",,1,orrick.com/ai,2026-02-21T23:14:04.944292
32,TMP-CA-LAWENFORCEMENT,,1,,2026-01-01,Law Enforcement Usage of Artificial Intelligence,AI in Government,,"Requires law enforcement agencies to maintain a policy to require an official report N/A Artificial Intelligence prepared by the law enforcement agency (or one of its members) that is generated using AI either fully or partially to contain: - A disclosure on each page of the report (or within the body of the text) that the report was written either fully or in part using AI and the identity of every specific AI program used; and - The signature of the law enforcement officer or member who prepared the official report verifying that they reviewed the contents of the report and that the facts contained in the report are true and correct.; Requires law enforcement agencies who use AI to create an official report, whether fully or partially, to retain the first draft created and to maintain an audit trail for as long as the official report is retained.; Requires contracted vendors to not share, sell, or otherwise use information provided by a law enforcement agency to be processed by AI except for the contracted law enforcement agency's purposes or pursuant to a court order (with certain exceptions for accessing such data for troubleshooting, bias mitigation, accuracy improvement, or system refinement).",1,orrick.com/ai,2026-02-21T23:14:09.115101
36,TMP-CA-OFCALIFORNIACS,,1,,2025-01-01,Amendment of California CSAM Laws,AI CSAM Amendment,,Expands the scope of existing child pornography statutes to include matter that is Existing criminal penalties apply. Laws Title 9; Chapter 7.5 digitally altered or generated by the use of AI. (311-312.7),1,orrick.com/ai,2026-02-21T23:14:13.638879
37,TMP-CA-OFVOICEORLIKEN,,1,,2025-01-01,Replica of Voice or Likeness Law,AI Likeness Replica,,"Makes any provision in an agreement for the performance of personal or professional Unenforceability of a violating services unenforceable where: contractual provision. - The provision allows for the creation and use of a digital replica of the individual’s voice or likeness in place of work the individual would otherwise have performed in person; - The provision does not include a reasonably specific description of the intended uses of the digital replica; and - The individual was not represented (i) by legal counsel or (ii) by a labor union. Last updated January 13, 2026 Page 8 of 39 For more, visit www.orrick.com/ai",1,orrick.com/ai,2026-02-21T23:14:14.627945
38,TMP-CA-ORGENERALTRANS,,1,,2026-01-01,Transparency in Frontier Artificial Intelligence Act,Frontier,"Publishing a report on its website with information about the model. state attorney general.; Reporting any critical safety incident involving its models to the OES within 15 days of discovery (and within 24 hours to an appropriate authority in certain circumstances).; Refraining from making materially false or misleading statements regarding the catastrophic risks of its models or how those risks are managed.; Refraining from taking action against an employee for (or issuing policies or contracts that attempt to stop an employee from) reporting serious safety risks or legal violations (plus requiring implementation of certain other whistleblower procedures). Large frontier model developers with over $500 million in annual revenue must also publish and follow an AI safety and oversight framework, submit a summary of catastrophic risk assessments to the OES, provide additional detail in its online report, and implement additional whistleblower procedures.","Imposes obligations on developers who have trained, or initiated training of, a foundation Provides a civil penalty up to $1 Purpose AI Intelligence Act model that was trained using a quantity of computing power greater than 10^26 integer or million per violation by a large floating-point operations (""Frontier Model""), including: frontier developer, enforced by the",1,orrick.com/ai,2026-02-21T23:14:15.701186
98,TMP-KY-TOCSAMLAWHB207,,18,,2024-03-28,Amendment to CSAM Law,AI CSAM Amendment,"Creates an exception under CSAM prosecutions to the “identifiable person” standard under which the Commonwealth need not prove “the actual identity or age of the minor, or that the minor actually exists.”","Expands covered images under the Kentucky CSAM statutes to include “any visual Existing criminal and civil penalties depiction” that “has been created, adapted, or modified by a computer to appear to be an apply. identifiable person.”",1,orrick.com/ai,2026-02-21T23:15:34.209289
48,TMP-CO-AICOLORADOAIAC,,2,,2026-06-30,Colorado AI Act,Comprehensive,"Requires developers and deployers of high-risk AI systems to use reasonable care to Up to $20,000 per violation. 1701 et seq. protect consumers from algorithmic discrimination. As amended by SB205-004; Requires developers to address internal documentation requirements relating to model Reprinted from characteristics and risk management measures, as well as transparency obligations owed Westlaw with the primarily to deployers. permission of; Requires deployers to implement an appropriate risk management program, conduct Thomson Reuters. comprehensive impact assessments, and address transparency obligations owed primarily to consumers.; Requires deployers to disclose certain information to the consumer and provide them a right to correct their information and/or appeal if the use of a high-risk AI system results in an adverse decision for a consumer.; Requires all AI systems intended to interact with consumers to be accompanied by a disclosure that the consumer is interacting with an AI system.",,1,orrick.com/ai,2026-02-21T23:14:33.718297
52,TMP-CO-PREVENTINGUNAU,,2,,2025-08-06,Preventing Unauthorized Disclosure of Intimate Digital Depictions Act,AI Intimate Images,"Allows an individual depicted in an intimate digital depiction to sue the individual who; For intimate digital depictions - Disclosure of Intimate Digital disclosed or threatened to disclose the picture if they acted with knowledge or disregard the greater of actual damages or Depictions Act for whether the depicted individual: did not consent to the disclosure; would experience liquidated damages of $150,000, serve emotional distress; and was identifiable. plus an amount equal to the; Expands the scope of Colorado's intimate image harassment statute to include intimate monetary gain, exemplary digital depictions. damages, and the cost of the action; as well as equitable relief.","For intimate image harassment - existing criminal penalties apply. Last updated January 13, 2026 Page 10 of 39 For more, visit www.orrick.com/ai",1,orrick.com/ai,2026-02-21T23:14:37.784963
60,TMP-CT-PRICINGTRANSPO,,8,,2018-01-01,Transportation Network Company Dynamic Pricing,Algorithmic,,"Requires any transportation network company that elects to implement dynamic pricing Suspension, revocation or refusal Dynamic Pricing 118 to: - Provide notice to a potential rider that dynamic pricing is in effect before a request for to renew transportation network a prearranged ride may be submitted; company registrations (plus fine of - Provide a fare estimator that enables the rider to estimate the cost of the ride under not more than $50k for operating dynamic pricing; without valid registration). - Provide a feature that requires the rider to confirm that he or she understands that dynamic pricing will be applied to the cost of the ride; - Refrain from increasing the price of a ride to more than 2.5 times the usual price charged in an area experiencing any disaster or emergency.; Defines ""dynamic pricing"" to mean ""a price that changes according to the demand for prearranged rides and availability of transportation network company drivers.""",1,orrick.com/ai,2026-02-21T23:14:46.751631
80,TMP-IL-AMENDMENTTOTHE,,14,,2026-01-01,Amendment to the Illinois Human Rights Act,AI in Employment,,"Amends the Illinois Human Rights Act to make it a civil rights violation for an employer to Enforced under the Illinois Human Rights Act use AI with respect to recruitment, hiring, promotion, renewal of employment, selection for Rights Act. training or apprenticeship, discharge, discipline, tenure, or the terms, privileges, or conditions of employment: - Without notifying employees when using AI for these purposes; or - In a manner that has the effect of subjecting employees to discrimination on the basis of protected classes (or zip code used as a proxy for protected classes). Forthcoming rules will clarify the circumstances and conditions that require notice, the time period for providing notice, and the means for providing notice. Last updated January 13, 2026 Page 13 of 39 For more, visit www.orrick.com/ai",1,orrick.com/ai,2026-02-21T23:15:11.192758
82,TMP-IL-TORIGHTOFPUBLI,,14,,2024-08-09,Amendment to Right of Publicity Act,AI Likeness Amendment,"Makes it unlawful for a person to knowingly distribute, transmit, or make available to the Actual damages, profits made from Act general public a sound recording or audiovisual work with actual knowledge that the work the unauthorized use, and statutory contains an unauthorized digital replica (i.e., a newly created, electronic representation of damages of $1,000. the voice, image, or likeness of an actual individual created using a computer, algorithm, software, tool, artificial intelligence, or other technology that is fixed in a sound recording or audiovisual work in which that individual did not actually perform or appear, and which a reasonable person would believe is that particular individual’s voice, image, or likeness being imitated).",,1,orrick.com/ai,2026-02-21T23:15:13.361242
84,TMP-IL-WELLNESSANDOVE,,14,,2025-08-01,The Wellness and Oversight for Psychological Resources Act,AI Healthcare The,"Solely permits the use of AI tools or systems by a licensed professional where they are Up to $10,000 per violation. Psychological Resources Act used to assist in providing administrative support or supplementary support in therapy or psychotherapy services and the licensed professional maintains full responsibility for all interactions, outputs, and data use associated with the system and satisfies the other requirements of the Act.; Prohibits licensed professionals from using AI to assist in providing supplementary support in therapy or psychotherapy where the client's therapeutic session is recorded or transcribed unless the patient is informed in writing of it's use and purpose and provides consent.; Prohibits licensed professionals from allowing AI to make independent therapeutic decisions; directly interact with clients in any form of therapeutic communication; generate therapeutic recommendations or treatment plans without review and approval; or detect emotions or mental states.",,1,orrick.com/ai,2026-02-21T23:15:15.34728
